,id,spotify_id,list_name,list_id,song_id,song_name,artist,popularity,release_date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
25,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1eXiuSmk8isX6qdIXh9rhA,Liquid Grip,Akasha Experience,17,2014-06-23,0.707,0.317,93.992,0.0446,0.0348,0.741,0.689,392872,-9.546,0.188,1,2
26,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2maNSe1WCIt5JMZe69obUM,Gayatri Mantra (Live),Sati Ethnica,4,2019-12-06,0.499,0.642,79.859,0.0324,0.684,0.0823,0.335,436500,-10.032,0.0688,1,2
27,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1jNCHGStHzFtr6KlDSTrrs,Alien Temples In Tibet - Original Mix,Sattyananda,0,2014-08-25,0.838,0.145,104.001,0.053,0.00327,0.601,0.757,518000,-13.817,0.323,1,1
28,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6XSqJyqXSAz3O6xqVsbX8G,Defeating Death,U108,14,2020-12-18,0.629,0.0928,90.012,0.0526,0.0341,0.481,0.493,430667,-10.091,0.215,0,5
29,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,67mSO0l0KKmDmdW1z5PwQ7,Playing God,Polyphia,36,2022-05-10,0.789,0.114,137.06,0.0328,0.0395,0.812,0.601,205926,-6.822,0.315,0,4
30,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5EiYStrMH8anUZi6FMizZK,My Everything: Mama Deva Deva,Jahnavi Harrison,33,2019-06-08,0.312,0.069,83.047,0.0444,0.606,1.74e-05,0.52,266053,-11.672,0.205,0,10
31,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0nSsljuVjIAmM7Qrjkgt15,Realize - Original Mix,Sattyananda,0,2012-01-21,0.397,0.0667,94.002,0.0412,0.498,0.527,0.639,268085,-13.893,0.315,1,2
32,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,49sQb4u299Qxm4bAsSUt46,Bhavani Dayani - Psycrain Remix,Shanti People,18,2020-07-27,0.607,0.0942,138.015,0.0445,0.0434,0.658,0.701,367000,-11.088,0.254,0,9
33,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5mNpu5iWh4vB4FY7v38K9G,Shiva Tandava Stotram,Shanti People,22,2016-11-14,0.813,0.0767,140.001,0.0346,0.00105,0.00767,0.338,365143,-6.092,0.161,1,7
34,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0C8xrXQ9Qgot9u6C15CRFG,Tandava (Psilocybian Remix),Shanti People,30,2016-05-23,0.884,0.186,147.029,0.0523,0.000119,0.458,0.496,387347,-4.641,0.0394,1,7
35,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4CrOmOVIeCIuTuyaNe74qY,Mantra,Troja,25,2016-11-28,0.487,0.079,120.003,0.087,0.0252,0.909,0.818,436000,-10.187,0.188,1,8
36,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,7gIQxUowpyuaGn78lOGwgP,W-Zone - Original Mix,Harri Agnel,11,2018-03-05,0.337,0.651,106.989,0.0775,0.00476,0.801,0.814,449159,-16.245,0.286,0,10
37,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5FDQpqHAGEFqsQ32brIEhO,Jai Hanuman,Shaman's Dream,22,2005-06-01,0.79,0.814,77.998,0.047,0.21,0.0924,0.562,714601,-10.123,0.311,0,4
38,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4CcjPkUFEPcMtnCIltWLnF,Шанти,U108,18,2022-10-07,0.826,0.182,99.986,0.133,0.0682,0.0357,0.762,326400,-7.884,0.362,1,5
39,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6M3UWOllji25b9BGieMeJA,Janajaati,Ethnos,13,2022-05-06,0.7,0.0813,104.994,0.0561,0.0262,0.596,0.777,404628,-10.183,0.0912,1,2
40,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3VU3TdAJe5V0ob1Ax9BfFq,Paramatma,Fake Mood,31,2017-04-21,0.62,0.111,117.009,0.0436,0.176,0.864,0.707,367582,-12.438,0.294,1,2
41,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,7CovVmT2QKlLbfdJWUGiyL,Vajra,U108,9,2022-04-29,0.835,0.266,90.007,0.0348,0.00253,0.713,0.617,484000,-5.208,0.394,1,2
42,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4tkMwyKNzyCuPCPRnHAU1U,Krishna,eelison,1,2021-07-01,0.52,0.0899,180.007,0.0394,0.126,0.528,0.572,418687,-10.493,0.0987,1,0
43,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6TugAfvKs3NSp90G1ByaqT,Gayatri Mantra,U108,8,2020-04-01,0.472,0.0726,122.004,0.0449,0.0259,0.777,0.907,210492,-8.209,0.289,1,2
44,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,56dF9W1Gh1KyEGW2aRg7kE,Mahamrtyumjaya Mantra,Shanti People,16,2015-04-27,0.625,0.0969,180.012,0.0379,0.00602,1.56e-06,0.284,321867,-7.209,0.0979,1,5
45,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3nmsechKrkAtu6r0dLqsei,Asato (Invader Space & Shadow Remix),Shanti People,31,2019-09-20,0.839,0.234,140.028,0.0722,0.0017,0.679,0.523,432036,-5.741,0.0578,0,10
46,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2A3UbmMJr4zRsNaJZ8R8I3,Radhe Govinda (Alexander Belousov Remix),Alexander Belousov,5,2022-11-01,0.806,0.108,124.003,0.0494,0.00347,0.871,0.739,382000,-6.568,0.687,0,10
47,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5MNYTpeet8Pd5gAlBjFurn,Ketu,U108,7,2021-06-11,0.462,0.115,93.018,0.0965,0.497,0.793,0.747,434571,-10.218,0.285,1,6
48,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5RZCVdCDhKuyB5Nf1JZzFD,Sharanam Ganesha,U108,8,2022-09-09,0.671,0.26,100.004,0.0436,0.0628,0.743,0.713,297600,-9.26,0.0676,1,2
49,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6K5IhUmMdMuflFFzMzvKyW,Radhe Shyam - ThroDef Dub Remix,Sati Ethnica,6,2021-11-05,0.853,0.244,120.007,0.0371,0.000115,0.786,0.686,362000,-8.027,0.344,1,2
50,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1gXCskiKYifRgQifpnOmyE,Saraswati,Rey&Kjavik,0,2017-07-07,0.878,0.0802,102.0,0.0482,0.0106,0.353,0.861,606912,-8.931,0.164,1,9
51,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1Yy0IiwJvTQ4I9sw1PWv2S,Narayana,Anti Soshal,9,2019-09-06,0.683,0.0797,123.001,0.0594,0.0296,0.755,0.684,397414,-8.813,0.186,1,9
52,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0XgwErif8PMCxarNcVbyyY,Mahamri,Anti Soshal,1,2019-09-06,0.804,0.693,123.013,0.0472,0.00145,0.548,0.66,397258,-7.785,0.331,1,1
53,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,7kJyDA3plGPZ7yIirQLHYw,Vasudeva,Samskara,3,2019-11-01,0.709,0.647,89.99,0.0632,0.000986,0.579,0.245,325333,-9.494,0.323,0,9
54,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3tR0RCBvONKurdAFt2Vne3,Sarvesham,Samskara,3,2019-11-01,0.559,0.145,92.511,0.0332,0.0898,0.871,0.419,283156,-9.895,0.0396,1,0
55,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2dVDc33yVdLpqBKriBXCGg,Mahakali,Samskara,1,2019-11-01,0.846,0.253,120.074,0.0367,0.026,0.0163,0.526,241907,-7.057,0.224,1,0
56,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0w2Ky35tKlhrDwNVSfElTn,Water - Liquid Dancing (Gaya Continued),Master Minded,12,2015-04-16,0.692,0.361,95.007,0.062,0.00296,0.373,0.65,495036,-8.815,0.183,1,9
57,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3uY97HjqnsM9b7r1wOzw7E,Fire - Flaming hearts,Master Minded,11,2015-04-16,0.685,0.0781,133.011,0.0696,0.00555,0.814,0.718,362579,-8.647,0.153,1,1
58,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,7BPYYioe9wCHQvomRxcIoJ,Shivlock,Cabeiri,7,2018-09-14,0.921,0.107,193.965,0.0685,0.0137,0.8,0.439,532171,-8.683,0.0981,0,5
59,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,7ADfgR8WoTu2cOrPLRI1HB,Juggling Molecules - Desert Dwellers Remix,Shpongle,12,2022-09-09,0.623,0.116,106.0,0.0332,0.00476,0.813,0.69,466415,-10.193,0.0768,1,1
60,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5dgPDRDT46K68Xq4CGvMEF,Govindam Prayer,Sati Ethnica,9,2022-11-04,0.524,0.153,102.927,0.0315,0.656,0.0317,0.527,342250,-6.978,0.0466,1,4
61,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4iDLAVlNcRhnQ1wy34IyaR,Sarasvati,eelison,2,2021-07-01,0.475,0.104,90.093,0.0325,0.0536,0.188,0.631,368000,-10.817,0.054,1,2
62,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3pF5NcTfp9fWPZ0lnqBO5g,Radhe 54 - Mose Remix,Mose,30,2019-11-19,0.822,0.533,101.012,0.0337,0.0221,0.0318,0.692,644190,-7.683,0.291,0,11
63,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6kB5GyLcujqOpWD1JxqyJK,Indian Village - Original Mix,Isean,0,2016-02-17,0.736,0.411,102.001,0.0311,0.0368,0.559,0.58,504000,-8.736,0.0657,1,2
64,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4XmRWTY55Nb2qUv155OKA5,More Balam - Original Mix,Tali Muss,17,2020-03-02,0.67,0.0664,123.006,0.0472,0.00111,0.894,0.775,440976,-7.548,0.486,1,9
65,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3Fl9HMWtUoek7Hck2yPuKe,Om Ganesha (Scott Nice Remix),Mose,30,2022-08-23,0.652,0.116,80.006,0.0407,0.106,0.00159,0.6,353294,-8.825,0.335,1,7
66,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1JXqxEqlsn1k1GbLe7MxtZ,Pag Dhariye,Tali Muss,16,2021-06-29,0.785,0.129,120.011,0.0481,0.00422,0.693,0.73,360000,-9.768,0.118,0,4
67,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6BrCstbGf2HBthDZJr3cNN,Goa - Original Mix,Alexander Alar,17,2021-05-07,0.812,0.0681,119.995,0.0522,0.000194,0.878,0.724,286000,-6.392,0.101,1,7
68,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0roEbuQWlmehZdjb6d68mC,Ritual Actions,Isean,0,2018-07-24,0.717,0.0729,120.078,0.0467,0.021,0.66,0.433,610000,-8.533,0.0505,0,11
69,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,52WJylnB6VwQqqNhWM2P0O,Om Namo Vasudevaya,Tali Muss,19,2021-06-29,0.788,0.0511,121.996,0.0557,0.00116,0.885,0.799,411148,-8.713,0.172,1,2
70,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6acgInKNb1DtYaPiMwMUde,No Time - Tali Muss Remix,Tomi H,13,2021-10-08,0.932,0.0781,123.991,0.0407,0.00031,0.744,0.797,421935,-6.234,0.0362,1,5
71,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5TYXHJOaO4vEkwIKB2FbJb,Ganesa - Original Mix,Tali Muss,10,2018-06-18,0.808,0.409,124.996,0.0572,0.00445,0.775,0.71,407040,-7.533,0.369,1,0
72,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2vvJwfHGz1EPQulDHYyIzb,Ananda - QDream Remix,Stan Kolev,4,2019-07-08,0.592,0.052,123.02,0.11,0.00101,0.902,0.778,499595,-7.88,0.484,0,10
73,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4VUUhuyrdBrrJV5ifJ8iLA,Inferno,Stan Kolev,19,2019-10-16,0.652,0.102,122.992,0.0472,0.000729,0.874,0.752,460610,-10.406,0.704,1,5
74,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5r99ZJYr0IZOgAVpyOOvfx,Water Of Life (Original Mix),Stan Kolev,5,2011-02-04,0.523,0.0876,125.996,0.0563,0.001,0.915,0.731,466191,-8.892,0.0508,0,11
75,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6zocbUXAhxoFV9wzE49B7E,Samadhi - 2022 Rework,Stan Kolev,6,2022-09-02,0.525,0.611,123.025,0.077,0.000224,0.86,0.8,460976,-12.621,0.306,0,4
76,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3jANUMs34VImF42gTp3G5W,Rhythm - Original Mix,Matan Caspi,31,2018-07-23,0.677,0.0266,123.007,0.0414,0.00217,0.913,0.733,412685,-12.152,0.307,1,8
77,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,37AZ4x7ndOi7Mh5zXd1TBq,Apollo 8 Code,Dreaming Cooper,4,2022-12-16,0.894,0.115,104.979,0.0438,0.0253,0.885,0.441,458000,-7.324,0.332,1,7
78,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6LyyzkAXT4Q2viS52lmjl2,The ancient art of stealing butter,Aron Estocolmo,8,2020-10-30,0.572,0.0867,100.001,0.0445,0.47,0.891,0.751,220200,-9.91,0.567,1,8
79,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6r6MWGwaiUQ6ljRIVfBi8w,Leave - Cosmonaut Remix,Underground Ticket,12,2017-10-09,0.732,0.246,119.999,0.0365,0.00027,0.818,0.695,457000,-7.288,0.2,0,1
80,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,19Kjgxz5XPeagF9ZSPVJeL,Comfortably Numb 2022,Roger Waters,51,2022-12-09,0.209,0.118,119.926,0.0344,0.515,0.743,0.356,510339,-13.931,0.0575,0,9
81,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0hLkpntC904COOWeQf7V6R,Shiva,Jean Vayat,30,2019-03-04,0.416,0.158,121.997,0.138,0.00348,0.754,0.798,420984,-11.354,0.108,1,9
82,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1b5jf2kJ73trBAbME4eSSq,Adi Shakti - Jungle Kitchen Remix,Raio,38,2021-09-13,0.557,0.0815,83.001,0.133,0.335,0.844,0.696,256264,-10.904,0.411,1,2
83,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4iQGO6xPRyt5ghV6jGTBTz,Hiwaga - Original Mix,Stan Kolev,19,2019-11-21,0.693,0.0932,122.992,0.0663,0.0842,0.92,0.75,456646,-11.255,0.246,0,5
84,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1EVv4mCi0bDSKc0e7H7IWM,Purnam,ChrisNa Karast,13,2020-09-22,0.43,0.11,120.106,0.0355,0.586,0.0354,0.672,400000,-10.112,0.348,1,10
85,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,65nNRSEyNMZ7PtZXvIT7GB,Siri,The Muhammads,3,2020-10-24,0.578,0.0481,122.009,0.0607,0.0185,0.787,0.802,507541,-11.195,0.538,1,1
86,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,6Kse6pO0RnmKTWytwGVNqj,Emancipation,Stan Kolev,9,2023-01-06,0.529,0.088,123.007,0.0684,0.00317,0.924,0.789,445366,-13.389,0.312,0,10
87,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0FLDT35V5r3ejdhQC8gHtA,Omarant,kośa records,2,2023-01-06,0.406,0.0871,111.0,0.0438,0.0156,0.782,0.742,460541,-17.869,0.128,0,0
88,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5Ufn1is2cnNZzWt7AXQXnX,Lalitha Ashtotram - Audio Junkies & Sahar Z feat. Idan K Organic Mix,Craig Pruess,7,2015-12-28,0.698,0.0786,120.016,0.0491,0.0465,0.639,0.727,679173,-10.284,0.0392,1,1
89,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,1vxfWPTqjl4cWRj70td9mB,Ganapataye - Landhouse Remix,Sariel Orenda,17,2022-03-10,0.416,0.121,172.0,0.042,0.215,0.792,0.653,471613,-10.479,0.168,1,2
90,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,5ATPI382NrxV82jRNQip4v,Electric Krishna (Original Mix),Chillum,0,2015-03-25,0.725,0.105,99.994,0.0394,0.234,0.837,0.688,499200,-11.774,0.471,0,11
