,id,spotify_id,list_name,list_id,song_id,song_name,artist,popularity,release_date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
91,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4oWDaJpusSH1lqIQQkEHsS,Father Ocean - Ben Böhmer Remix Edit,Monolink,63,2018-12-07,0.74,0.113,122.008,0.0342,0.396,0.749,0.609,318675,-11.046,0.0391,1,2
92,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,57gMQuYS63CJHjnXMlZtAd,Ganapataye,Sariel Orenda,0,2021-12-21,0.67,0.0422,172.007,0.0576,0.00236,0.491,0.622,474667,-13.833,0.274,1,10
93,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2fHtXQkRN2Mwp6nFTSxH9q,Power,AMÉMÉ,47,2022-09-30,0.837,0.0501,122.991,0.0469,0.0068,0.0773,0.806,469597,-8.943,0.0713,1,0
94,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,3IuH8P6juoMUP6qsISp6q7,Open Up Your Heart,Mose,42,2023-01-25,0.674,0.389,95.013,0.0286,0.00199,0.356,0.557,510304,-8.619,0.161,1,2
95,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,10GIoAefb8oGF18XxlelDy,Isopanisad,Jean Vayat,30,2020-06-19,0.448,0.064,105.013,0.0591,0.00382,0.785,0.766,441429,-11.729,0.203,1,7
96,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,2EEEEYo6PY2OK9Dch5IJbA,Krishna Rock,In'R'Voice,5,2023-01-13,0.932,0.0756,111.001,0.0448,0.00233,0.864,0.715,461885,-10.119,0.0832,0,10
97,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,0mC9B9BeLdkwcIW2RMSDkv,Nagar,Fatoumata,17,2018-06-21,0.898,0.073,120.014,0.0367,3.33e-05,0.896,0.7,513672,-7.625,0.134,1,0
98,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4mUjjQnqsOsmktALGjxuIE,Vdol Po Rechenke,Volen Sentir,27,2017-09-22,0.532,0.0885,122.008,0.0519,0.00257,0.892,0.731,440656,-10.427,0.618,1,1
99,1,7nAScwBKXcvE6V2oe6KQkb,My Playlist #8,7nAScwBKXcvE6V2oe6KQkb,4RlJlPaIqYtNpg8nbT3u8G,I Wish You Were Here - Stan Kolev Remix,John Creamer,30,2020-11-13,0.487,0.101,123.003,0.0459,0.0127,0.408,0.788,443049,-11.835,0.273,0,7
100,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,0QXxJofIuWHLQafnTzFAwV,The Pusher,Blind Melon,54,1996-01-01,0.576,0.0988,165.277,0.032,0.0302,1.09e-05,0.438,186467,-8.727,0.742,1,9
101,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,3GO6bT0b1sdInk1KPCK64d,Cómo Me Quieres,Khruangbin,53,2018-01-26,0.536,0.372,85.458,0.0423,0.00612,0.884,0.55,225154,-10.045,0.539,1,6
102,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,3eJBKLhpOauQJlgoOSPErD,York - Original Mix,Christian Löffler,0,2015-05-03,0.634,0.129,118.035,0.0403,0.157,0.887,0.696,476675,-12.063,0.0359,0,11
103,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,61LTjstyNNfQrKXqoygqHo,Beirut,Christian Löffler,40,2014-04-21,0.375,0.113,120.01,0.0539,0.0228,0.929,0.783,460803,-12.261,0.174,0,3
104,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,3gCskbRL90fyXnTg6kNaUu,Nevada,Kerala Dust,0,2017-02-06,0.141,0.084,108.017,0.105,0.615,0.907,0.913,363095,-14.659,0.364,1,8
105,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,0hNlr56UPvigGSyCVdAOMi,The Ginning,Stavroz,55,2015-09-28,0.348,0.0629,124.016,0.248,0.00549,0.792,0.858,391993,-10.909,0.473,0,11
106,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,2XTfdMl5x2qgGl9ZVjmNhF,Truth Is Light,Joe Goddard,50,2017-12-15,0.522,0.0838,122.993,0.0365,0.0182,0.477,0.677,239076,-10.802,0.689,0,6
107,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,6Yk8cRZWgpp7cLDbRXctkQ,Ikopol,Dauwd,36,2011-11-21,0.473,0.372,126.0,0.0866,0.494,0.902,0.791,295323,-12.247,0.434,0,7
108,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,6DrldPGELZCMIHm67bQxWW,Robot Street Musicians,Stavroz,40,2012,0.682,0.223,119.985,0.0411,0.0661,0.622,0.712,482000,-9.317,0.188,1,8
109,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,4osLYKjGajPZP2GQlhjpCj,Duat,Trippin Jaguar,50,2017-06-09,0.323,0.0931,91.011,0.117,0.0809,0.845,0.817,438517,-12.917,0.281,0,7
110,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,0jJLwPDpyuZRpd800yScN0,Blurred,Kiasmos,56,2017-10-06,0.406,0.09,122.009,0.0483,0.587,0.855,0.853,305547,-11.658,0.0825,1,4
111,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,5jp7ZN1g4SfNncjXXmQSeh,Azrael,HVOB,0,2015-04-17,0.531,0.117,120.023,0.0454,0.172,0.918,0.796,454733,-11.259,0.0358,1,5
112,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,3ox0xz7cCUBjFLsx8mrZmK,Panama - Edit,HVOB,45,2019-02-22,0.334,0.0934,118.004,0.191,0.683,0.426,0.574,292552,-12.622,0.411,0,6
113,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,4tRWofl5gs2nJeZml7dHyo,An Analog Guy in a Digital World,Martin Roth,0,2018-07-20,0.456,0.0743,114.999,0.041,0.686,0.875,0.6,526526,-18.067,0.147,0,9
114,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,4NyrHyQHZer1Rf80d1aleb,Fou,L'Impératrice,31,2020-04-09,0.594,0.0395,108.054,0.0563,0.0788,0.6,0.86,309587,-9.558,0.811,0,7
115,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,51A7q1xprCD5wgxn2HgGHB,Exit,L'Impératrice,34,2020-04-09,0.588,0.0291,108.024,0.058,0.0935,0.72,0.86,309638,-9.566,0.819,0,7
116,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,0LFkevTbX3Ev8y4udFlL7L,Nav,Geotic,0,2017-03-31,0.552,0.0776,120.038,0.0645,0.0352,0.869,0.805,329048,-8.201,0.435,1,1
117,2,75nZMpdvZ8gktV9495TFdo,Sanctuary Of Sounds,75nZMpdvZ8gktV9495TFdo,1qtiESAzfGMw3YqJvI97ki,Lightenup,Parcels,63,2018-10-12,0.658,0.105,122.969,0.0388,0.015,0.266,0.857,237227,-9.8,0.703,1,0
