,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
10674,Pakshee,Raanjhan,288521,2022-09-11 12:30:00,0.548,0.6,1.0,-10.066,1.0,0.0279,0.096,0.92,0.12,0.412,129.972,19AxFDWoh642wE0dcJhM3L,4.0
10677,Levi Evans,Back In My Head Again,1853,2022-09-11 12:36:00,0.77,0.608,6.0,-8.004,0.0,0.0347,0.279,5.38e-05,0.138,0.172,118.059,5etJs8H5GcjCboXNw6Rrg0,4.0
10679,Muse,Time is Running Out,1224,2022-09-11 12:37:00,0.585,0.842,9.0,-5.883,0.0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,2takcwOaAZWiXQijPHIx7B,4.0
10681,Goldie,Sea of Tears,2462,2022-09-11 12:37:00,0.532,0.747,4.0,-6.039,0.0,0.0464,0.126,0.00164,0.0921,0.845,120.996,1AkYDdVeOv8xufGn18llie,4.0
10682,Talvin Singh,Tuhe - Film Edit,1508,2022-09-11 12:37:00,0.501,0.418,10.0,-12.563,0.0,0.0385,0.798,0.000265,0.162,0.185,127.297,2Le9xAcyZBSTSlHqOimHJZ,4.0
10684,UNI.,Circle,891,2022-09-11 12:37:00,0.615,0.64,4.0,-9.704,0.0,0.0523,0.0705,0.154,0.114,0.665,81.926,4oZ2jAnzsPMmyLeFuwT68C,4.0
10686,UNI.,Earth Dweller,1839,2022-09-11 12:37:00,0.643,0.869,0.0,-5.261,1.0,0.0393,0.135,0.875,0.071,0.777,160.004,6DGa1xhf7SwglTWU8rUlQv,4.0
10687,Mystic State,Tomahawk,1078,2022-09-11 12:37:00,0.627,0.581,9.0,-8.646,1.0,0.0378,0.178,0.871,0.653,0.0843,139.998,5e2kW2xynPWKlR1Fy5qegJ,4.0
10688,Samar Mehdi,Saraab,4060,2022-09-11 12:37:00,0.472,0.328,4.0,-8.571,0.0,0.0432,0.986,0.000277,0.146,0.242,100.512,1dmTjHtuY3cHyEIUqIvGAc,3.0
10689,Piyush Mishra,Jungle Ki Raaton Mein,996,2022-09-11 12:37:00,0.292,0.437,3.0,-11.137,1.0,0.0402,0.909,0.0278,0.317,0.35,194.875,3m8UcZmILwlc5YvqLQdvcU,3.0
10693,Talwiinder,Gallan 4,1183,2022-09-11 12:39:00,0.744,0.461,6.0,-8.254,0.0,0.0512,0.272,7.25e-06,0.146,0.672,105.053,67Ay6nmXLV8dnTV9ZbN1j7,4.0
10694,AFKAP,Aaina,1147,2022-09-11 12:39:00,0.578,0.556,4.0,-7.919,0.0,0.146,0.726,0.0012,0.171,0.116,129.303,5SAgi6ZXqpCWQADP8XyRDY,5.0
10695,AP Dhillon,Brown Munde,2110,2022-09-11 12:39:00,0.854,0.611,8.0,-6.26,0.0,0.0864,0.223,0.0,0.119,0.417,100.024,58f4twRnbZOOVUhMUpplJ4,4.0
10696,Advaita,In The Air - Live,1147,2022-09-11 12:44:00,0.324,0.328,11.0,-16.93,0.0,0.0432,0.136,0.000232,0.507,0.214,125.604,3imr3YB9LhT3W2BHsQ8hpK,4.0
10697,Julian Schoming,Lizard and The Cactus Blossom,1352,2022-09-11 12:44:00,0.636,0.616,6.0,-11.009,1.0,0.0351,0.472,0.0208,0.2,0.677,148.864,2yYNJ7JqJ8Qjetcqyorzdz,3.0
10698,Ямаджи,Minimum - Umut Dogan Remix,5523,2022-09-11 12:44:00,0.7,0.707,2.0,-8.843,1.0,0.0742,0.00938,0.315,0.0636,0.618,171.994,4wns4XvrgIzbJpuqI3XDMm,4.0
10701,Snarky Puppy,Lingus,634,2022-09-11 12:44:00,0.457,0.776,9.0,-10.238,0.0,0.142,0.147,0.676,0.689,0.476,129.896,68d6ZfyMUYURol2y15Ta2Y,5.0
10703,Qara 07,Azeri,1046,2022-09-11 12:44:00,0.783,0.596,4.0,-5.347,0.0,0.0433,0.122,0.707,0.0961,0.888,100.023,10r5SzUtKQW0czAzaNBYFM,4.0
10707,Govind Das,Jaya Bhagavan,1224,2022-09-11 13:05:00,0.13,0.411,5.0,-10.707,1.0,0.0348,0.792,0.00118,0.107,0.111,80.424,30v8mywkkVoKldEiwLgNf4,4.0
10762,Pysj,Skyman,8351,2022-09-11 17:28:00,0.32,0.505,7.0,-10.941,1.0,0.0405,0.559,0.0637,0.309,0.119,117.807,22nBnUS5F12p2BmiJi4l7s,5.0
10763,Pysj,Sun,3372,2022-09-11 17:28:00,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,3KkXRkHbMCARz0aVfEt68P,4.0
10770,Lemurian,Kosmos - Mente Organica Remix,334468,2022-09-11 18:10:00,0.816,0.497,5.0,-14.087,1.0,0.124,0.508,0.886,0.0573,0.476,94.01,7wvwqn3dE4GMbD1k7kjUgf,4.0
10772,Lemurian,Kosmos,540000,2022-09-11 18:25:00,0.818,0.493,2.0,-10.439,1.0,0.043,0.258,0.361,0.0716,0.43,144.013,5LAaWbT4X6DmewC0yCfdjL,4.0
10773,Lemurian,Sirio - Derrok Remix,7588,2022-09-11 18:28:00,0.725,0.522,2.0,-10.747,1.0,0.153,0.293,0.812,0.0811,0.351,186.029,3LrSImcwCakQGo0jFGmCfU,4.0
10774,Lemurian,Lamu Roots,178542,2022-09-11 18:28:00,0.8,0.608,10.0,-10.885,0.0,0.0529,0.117,0.694,0.124,0.189,106.018,57WcQs1zYSQUzILEJ7KKAa,4.0
10775,Lemurian,Sirio - Sadhu Sensi Remix,110023,2022-09-11 18:40:00,0.66,0.407,0.0,-13.582,1.0,0.0291,0.364,0.659,0.0987,0.34,102.004,1SdttjFkhPxU9eGGZPoRLO,4.0
10787,Fleetwood Mac,Dreams - 2004 Remaster,22222,2022-09-12 03:12:00,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,0ofHAoxe9vBkTCp2UQIavz,4.0
10792,The Blue Stones,Black Holes (Solid Ground),5397,2022-09-12 03:54:00,0.559,0.845,11.0,-4.236,0.0,0.0362,0.00757,3.66e-05,0.115,0.262,91.98,6JsiDFQRx7GHcuf2UroSYB,4.0
10935,Aisles,Megalomania (Extended Version),7932,2022-09-13 19:38:00,0.782,0.97,2.0,-8.762,1.0,0.0746,0.00865,0.719,0.151,0.398,138.013,0VXeliFP6GgauejwsMZqNd,4.0
10936,Steven Wilson,Luminol,2159,2022-09-13 19:38:00,0.418,0.446,4.0,-10.598,0.0,0.0313,0.00214,0.621,0.0797,0.283,172.002,033qZdFc0NDMcC5qgwuUux,4.0
10937,Last Universal Common Ancestor,Starry Night,4643,2022-09-13 19:38:00,0.792,0.818,8.0,-8.563,0.0,0.0363,0.00446,0.724,0.0652,0.898,123.007,5xwzmfxNAxZwMjznQ0eVXL,4.0
10940,Rush,Headlong Flight,405438,2022-09-13 19:55:00,0.462,0.963,4.0,-5.16,0.0,0.0639,1.6e-05,0.246,0.0619,0.29,90.013,3Vj6u4ErEoN9Lw75bcjWQ5,4.0
10941,Opeth,Sorceress,4092,2022-09-13 19:55:00,0.446,0.7,2.0,-9.359,1.0,0.0406,0.0236,0.59,0.147,0.357,160.058,5mY8mY7DSfuqVbY2psq3Cg,4.0
10942,Porcupine Tree,Of The New Day,1494,2022-09-13 19:55:00,0.348,0.236,1.0,-15.844,0.0,0.0345,0.122,0.00108,0.155,0.0656,140.664,3FM9thNED9m7mq1SRBmo3Z,5.0
10943,Aisles,The Wharf that Holds his Vessel,4936,2022-09-13 19:55:00,0.281,0.582,7.0,-8.851,0.0,0.0347,0.13,0.136,0.11,0.144,141.137,7cdZvO8cF6yeY0RPDXKnPZ,4.0
10945,Beyond the Seasons,Enough Is Never Enough,51486,2022-09-13 20:01:00,0.737,0.426,0.0,-13.195,1.0,0.0376,0.213,0.792,0.281,0.222,124.996,44iD8ATZYCTio05LaGKBON,4.0
10946,Aisles,Thanks to Kafka,239416,2022-09-13 20:05:00,0.554,0.716,11.0,-7.204,0.0,0.0336,0.000319,0.0454,0.0919,0.32,143.017,3OxjWCK44DCc08jFR2u8ry,4.0
10948,Seedpicker,Soular Flare,8436,2022-09-13 20:10:00,0.564,0.897,5.0,-6.514,1.0,0.031,0.00293,0.0605,0.0666,0.25,119.004,6iRb9aaEuKAKNitJJIZ5ke,4.0
10949,The Southern Valleys,Set Me on Fire,4935,2022-09-13 20:10:00,0.307,0.435,10.0,-6.364,0.0,0.0324,0.144,5.06e-05,0.113,0.302,80.507,5ljeBZHOI5JSkSiQOPUm1I,3.0
10950,Aisles,Megalomania,232834,2022-09-13 20:14:00,0.712,0.888,10.0,-8.478,0.0,0.0434,0.135,0.292,0.0827,0.964,77.018,2IVX6zwIzkjmrSXS6kUqGI,4.0
10951,Leprous,The Silent Revelation,1738,2022-09-13 20:17:00,0.522,0.694,0.0,-6.358,0.0,0.0485,0.115,0.0441,0.124,0.407,113.08,0KwgXeV0E5YRm27cfVBdnw,4.0
10952,Aisles,Fast,4336,2022-09-13 20:17:00,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,2M9ro2krNb7nr7HSprkEgo,4.0
10953,Aisles,4:45 AM,2809,2022-09-13 20:17:00,0.198,0.065,3.0,-17.176,1.0,0.0392,0.957,0.949,0.112,0.0397,170.889,7LhunU0Vifw7AstvllSGw1,4.0
10954,The Pineapple Thief,Simple as That,4053,2022-09-13 20:17:00,0.478,0.862,2.0,-5.952,1.0,0.0371,0.0293,0.17,0.0958,0.232,139.996,5PnBr8FLiwsSVgt2NeKylJ,4.0
10955,Artax,Light of Day,1686,2022-09-13 20:17:00,0.419,0.635,9.0,-5.911,1.0,0.0441,0.392,0.592,0.44,0.0375,107.878,58sa3HUZL71gpMB6XvhaUo,4.0
10956,Aisles,Smile of Tears,3608,2022-09-13 20:17:00,0.334,0.153,10.0,-19.152,0.0,0.0427,0.849,0.927,0.108,0.119,69.99,1Lar9WxehJTuw2r5L2U2tB,4.0
10957,Oceansize,Music For A Nurse,8916,2022-09-13 20:17:00,0.331,0.53,2.0,-7.374,1.0,0.0303,0.0587,0.893,0.264,0.0993,145.96,2Xdk8pgu1c4OLfrj4bn9eH,4.0
10958,The Mars Volta,Take The Veil Cerpin Taxt,149735,2022-09-13 20:17:00,0.23,0.936,9.0,-3.354,0.0,0.127,0.000517,0.02,0.123,0.348,88.408,76hTx8SeM6aGvDBSwcKAxX,4.0
10960,Cezar Tortorelli,Céu de Chumbo,4019,2022-09-13 20:17:00,0.917,0.455,0.0,-10.358,1.0,0.0319,0.0518,0.000198,0.106,0.62,107.951,6j11vxXuXwemZNGwJO7eh6,4.0
10961,Aisles,"The Poet, Pt. I: Dusk",2002,2022-09-13 20:18:00,0.311,0.672,0.0,-7.62,1.0,0.0421,0.00224,0.138,0.214,0.2,120.01,4J6KbvxGtAw0k48DGonPEi,4.0
10968,Opeth,Häxprocess,12124,2022-09-13 20:38:00,0.272,0.35,4.0,-14.172,0.0,0.0435,0.504,0.41,0.0949,0.131,60.937,2eAyRKdURiAnzMmx18q2XJ,4.0
11025,Sattyananda,A Flowering Within - Original Mix,25351,2022-09-14 16:30:00,0.35,0.129,1.0,-23.196,1.0,0.0517,0.83,0.844,0.111,0.0368,98.002,64DMibshE7z0wUgDD8vAnI,4.0
11026,Sattyananda,Journey To The Other Side - Original Mix,321444,2022-09-14 16:36:00,0.671,0.364,10.0,-18.01,0.0,0.0491,0.217,0.832,0.102,0.0396,119.99,5TExoTm2EKAliMRxuKxcsN,4.0
11027,Sattyananda,Closing Chant - Original Mix,2839,2022-09-14 16:49:00,0.297,0.0232,5.0,-21.216,1.0,0.0397,0.984,4.31e-05,0.0829,0.131,80.753,6xNXgF2Tm4772WpI69VttW,3.0
11031,Sattyananda,Tantric Frequency 5 - Original Mix,4154,2022-09-14 16:51:00,0.0748,0.0263,8.0,-31.804,1.0,0.0433,0.53,0.908,0.084,0.038,80.567,7GUWnJBDL3U0P2R2BhhLQm,4.0
11032,Sattyananda,Tantric Frequency 7 - Original Mix,4860,2022-09-14 16:51:00,0.0965,0.01,7.0,-40.581,1.0,0.0455,0.936,0.919,0.0926,0.0311,76.215,4VUhLline4atBjZxAkAQmi,4.0
11033,Sattyananda,Alien Frequencies - Original Mix,4383,2022-09-14 16:52:00,0.189,0.00835,2.0,-39.46,1.0,0.0455,0.99,0.203,0.0547,0.0331,135.284,0YWNvDDQEqbz1Rvbq0JNea,4.0
11034,Sattyananda,IC4582 The Blue Horsehead Nebula - Original Mix,63408,2022-09-14 16:52:00,0.289,0.132,1.0,-27.141,1.0,0.091,0.811,0.891,0.0801,0.0359,119.933,7tdMcwK49lWkoYXCeO9P11,4.0
11035,Sattyananda,Deep Space Awarness - Original Mix,9148,2022-09-14 16:52:00,0.266,0.0381,1.0,-29.979,0.0,0.0419,0.506,0.904,0.0917,0.0237,120.527,6uPm0OVKs23dcNxXShNj3c,3.0
11036,Sattyananda,Mystical Landscapes - Original Mix,2259,2022-09-14 16:52:00,0.156,0.0039,2.0,-34.429,1.0,0.042,0.953,0.897,0.129,0.0358,132.687,1Hg2rQfnn2nhV09andC0rI,4.0
11038,Sattyananda,Full Moon In The Forest - Original Mix,4663,2022-09-14 16:53:00,0.596,0.263,1.0,-24.434,1.0,0.0434,0.676,0.935,0.0976,0.0776,119.922,4rr6NOYubtxgzIlAizyBYj,4.0
11039,Sattyananda,Winter By The Lake - Original Mix,3580,2022-09-14 16:53:00,0.15,0.0175,10.0,-31.008,0.0,0.0445,0.962,0.943,0.0883,0.0372,138.756,6xlbAqgFoRpkq3g2Scp0hR,3.0
11040,Sattyananda,RCS Is Golden - Original Mix,35656,2022-09-14 16:53:00,0.363,0.0721,1.0,-29.603,1.0,0.064,0.972,0.9,0.156,0.037,119.758,2RvW35B00SiXdhxx4GwKSi,4.0
11041,Sattyananda,Sunrise In The Mountains - Original Mix,3452,2022-09-14 16:53:00,0.139,0.0332,8.0,-32.343,1.0,0.05,0.842,0.927,0.322,0.035,101.983,0knLgWnRlPScTTpBgfxe27,3.0
11042,Sattyananda,The Rain Song - Original Mix,2253,2022-09-14 16:53:00,0.168,0.000528,5.0,-33.129,1.0,0.0533,0.809,0.899,0.105,0.0355,68.447,45nZznaII3hbhfZDXwBVfF,4.0
11043,Sattyananda,A Walk On The Beach - Original Mix,2231,2022-09-14 16:53:00,0.125,0.0191,2.0,-30.602,0.0,0.0402,0.962,0.957,0.126,0.0386,97.838,4SLCKz0kGiodu0xQxfrgfT,4.0
11044,Sattyananda,Sunset In A Desert - Original Mix,202138,2022-09-14 16:53:00,0.237,0.00557,1.0,-28.299,0.0,0.0433,0.814,0.936,0.115,0.0342,92.649,6XwjnUauNQjpLSexAqPCq8,4.0
11045,Sattyananda,Heady Messages - Original Mix,7895,2022-09-14 16:57:00,0.658,0.24,2.0,-18.391,0.0,0.0489,0.186,0.564,0.198,0.0842,160.068,1rI7GVe9TE8p0wp96VGy5w,3.0
11047,Sattyananda,Twisted Relms - Original Mix,8436,2022-09-14 16:57:00,0.52,0.367,1.0,-16.753,1.0,0.056,0.0278,0.822,0.115,0.0398,179.996,0CB4HIbqSHgCOXypvwvK19,4.0
11048,Sattyananda,Things We Share Our Planet With - Original Mix,5507,2022-09-14 16:58:00,0.655,0.271,10.0,-20.901,0.0,0.106,0.249,0.88,0.127,0.0306,172.005,5EgW8clNwi6pLdPN8uZLam,4.0
11049,Sattyananda,You're Safe - Original Mix,13093,2022-09-14 16:58:00,0.719,0.415,11.0,-19.603,1.0,0.0629,0.275,0.719,0.0673,0.0516,93.995,6UobaQZzGCqBr6V8ItACZR,4.0
11051,Sattyananda,All Systems Are Operational - Original Mix,9475,2022-09-14 17:01:00,0.729,0.512,0.0,-16.436,1.0,0.0452,0.0164,0.83,0.321,0.0668,108.009,1LwL3iTLqV32JxU79MwoMp,4.0
11053,Sattyananda,Gayatri Mantra (Raga Jogia) - Original Mix,9923,2022-09-14 17:02:00,0.0719,0.0232,9.0,-23.298,1.0,0.0636,0.655,0.742,0.153,0.0282,73.788,3cujk5R1kajDQxYHBPOn1c,4.0
11054,Sattyananda,Om Namah Shivaya (Raga Bhopali) - Original Mix,16504,2022-09-14 17:03:00,0.162,0.262,0.0,-19.673,0.0,0.0466,0.862,0.438,0.0594,0.0649,92.512,59Uw5OJtz3VLw2AiMjdix9,3.0
11113,Squazoid,Back to Light,17126,2022-09-15 14:56:00,0.568,0.492,1.0,-11.748,1.0,0.0424,0.00098,0.93,0.118,0.131,119.014,7gBJP72kckkOHtTvsCwPVW,4.0
11114,Squazoid,Miss Bird,3520,2022-09-15 14:56:00,0.75,0.631,8.0,-7.969,1.0,0.0385,0.000868,0.853,0.0873,0.327,127.014,0ODY5kHTXLu8PjtbtZb7rC,4.0
11115,Squazoid,Go to Work,9667,2022-09-15 14:56:00,0.81,0.544,0.0,-11.405,1.0,0.0851,0.417,0.0125,0.235,0.333,94.991,1ErFLxUTrc4FFGY7XvhOig,4.0
11117,Kalya Scintilla,Enter the Temple - Sonic Samadhi Remix,15227,2022-09-15 16:20:00,0.522,0.388,6.0,-11.944,0.0,0.0412,0.519,0.838,0.103,0.0423,148.06,57GEh9jANyCddaLgoXkHlP,1.0
11119,Samadhi,Sonica,4930,2022-09-15 16:21:00,0.84,0.24,7.0,-15.11,1.0,0.0509,0.804,0.085,0.138,0.523,93.07,4uiEsfsvWPotqi7a4s1G8h,4.0
11120,Sonic Samadhi,No Beginning and No End,8651,2022-09-15 16:21:00,0.545,0.355,9.0,-9.704,1.0,0.0299,0.429,1.28e-05,0.0887,0.138,115.414,2PvWwzBNimMsLv9hsBOams,4.0
11121,Little Lord Robert,Sonic Samadhi,31176,2022-09-15 16:21:00,0.522,0.388,6.0,-11.944,0.0,0.0412,0.519,0.838,0.103,0.0423,148.06,57GEh9jANyCddaLgoXkHlP,1.0
11122,ARYAVARTA RECORDS,Stan Meets Hi-Tech,25042,2022-09-15 16:22:00,0.551,0.988,10.0,-2.576,0.0,0.114,3.37e-05,0.774,0.333,0.116,181.035,3b1253HGpuD3Bt4WvIn32A,4.0
11124,Chuck Jonkey / Sonic Safari Productions,The Master's Breath,7410,2022-09-15 16:22:00,0.0569,0.00413,3.0,-30.684,1.0,0.0575,0.916,0.971,0.12,0.0245,56.436,0ZydJz5SB25IfTLpyg5vhc,1.0
11125,Samadhi,Rolling Stoned - Original Mix,4865,2022-09-15 16:22:00,0.771,0.837,7.0,-7.856,1.0,0.0523,0.00341,0.927,0.103,0.0534,134.987,39nGI6csu7uuhbL7ftoSQK,4.0
11127,Serhat Durmus,Elimi Tut (feat. Ecem Telli),5062,2022-09-15 16:34:00,0.658,0.592,9.0,-9.429,0.0,0.0309,0.132,0.768,0.093,0.102,98.003,0HS08diM8VNq8zyEi1B0Zi,4.0
11139,Raaginder,Butterflies - Khanvict Remix,207419,2022-09-15 17:22:00,0.579,0.582,3.0,-7.805,0.0,0.08,0.00602,0.692,0.163,0.0726,95.989,2B1fDUS1MvCMn8ht4qhVgN,4.0
11146,Street Academics,Kalapila - V3K Remix,201020,2022-09-15 18:08:00,0.63,0.525,11.0,-15.553,0.0,0.0443,0.228,0.876,0.118,0.238,129.979,45U5zq3Y9gQqMPlRGJQKK6,4.0
11152,Perry Farrell,Cling to Life - Morcheeba Dub Mix,374,2022-09-15 20:34:00,0.635,0.976,10.0,-5.721,1.0,0.0507,0.0013,0.00436,0.95,0.657,120.004,6Rc2FOGP9IPucBJIHtqHhR,4.0
11153,Perry Farrell,Cling to Life - Original,254,2022-09-15 20:34:00,0.663,0.836,10.0,-5.1,1.0,0.0673,0.252,0.0,0.118,0.738,119.973,4weLxDuz6nrEEyHKSMAl3i,4.0
11182,Lo-fi 2307,Tere Jeya Hor Disda - Lofi Flip,8250,2022-09-16 14:25:00,0.418,0.533,9.0,-7.042,1.0,0.0436,0.405,0.0,0.223,0.123,115.72,4qVaCQ7GyY7UoOrH7KeQL0,5.0
11247,Tycho,PBS (Live Edit),91330,2022-09-17 05:28:00,0.575,0.619,0.0,-9.885,1.0,0.0277,0.174,0.919,0.578,0.32,117.023,2yHFuUQWOmGmF5wYTX4ime,4.0
11298,Tinlicker,Nothing Without You,19626,2022-09-18 00:21:00,0.542,0.401,5.0,-16.567,1.0,0.029,0.0493,0.00254,0.109,0.764,126.57,39Djd2DKnXaXwVGL6HhUWx,4.0
11324,Unknown Artist,Unknown Track,5414,2022-09-18 02:21:00,0.5,0.391,1.0,-16.691,1.0,0.0386,0.019,0.771,0.139,0.0506,126.949,4kAIL78sPF4Rh7lmZUz5hB,4.0
11370,Equanimous,Koala,34659,2022-09-18 03:46:00,0.726,0.594,10.0,-12.888,0.0,0.0646,0.0103,0.882,0.0513,0.755,119.983,47coCnLNqnizqZ65bvOSdR,4.0
11372,Ashra,Midnight On Mars,328698,2022-09-18 03:52:00,0.296,0.213,7.0,-16.041,1.0,0.0381,0.553,0.918,0.294,0.181,130.176,5rVFG1UpzRO70YGdu634cK,5.0
11374,Michael Garrison,To the Other Side of the Sky,274733,2022-09-18 04:13:00,0.165,0.212,9.0,-16.199,0.0,0.0362,0.198,0.778,0.356,0.0246,106.049,3hH4PPHWAtkbzD9UKpkQl0,4.0
11375,Deuter,Spirales,414106,2022-09-18 04:20:00,0.532,0.111,1.0,-28.48,1.0,0.0323,0.974,0.457,0.117,0.331,112.158,0kewjdlSTKlF1GbBiXbfVc,4.0
11377,Paul Horn,Mumtaz Mahal,2293,2022-09-18 04:24:00,0.241,0.0133,4.0,-32.461,0.0,0.0492,0.991,0.813,0.149,0.0381,114.743,5B081R4ZB10dcY1w9sGcCq,4.0
11378,Beaver & Krause,By Your Grace,252459,2022-09-18 04:24:00,0.256,0.251,5.0,-12.396,1.0,0.0286,0.692,0.776,0.0898,0.0874,93.168,7pOdjWO8tWq8xirI4Gk4II,4.0
11379,Ashra,Ocean Of Tenderness,28661,2022-09-18 04:25:00,0.133,0.646,2.0,-5.779,1.0,0.0392,0.698,0.702,0.575,0.0372,80.983,4ASIOD9A550gNw7zk4QDGN,3.0
11393,Gojira,The art of dying,594213,2022-09-18 06:08:00,0.493,0.83,0.0,-5.983,0.0,0.105,0.000308,0.543,0.102,0.114,137.967,7iMQChXFK33TS49QWhE4tt,4.0
11394,The Contortionist,Language (Rediscovered) - (Live Session),433194,2022-09-18 06:15:00,0.336,0.646,1.0,-8.023,1.0,0.0286,0.14,0.136,0.111,0.0564,132.065,2mtmAFPdJuqunoCCruYYhA,4.0
11395,Cloudkicker,Night,138826,2022-09-18 06:18:00,0.532,0.874,9.0,-5.183,0.0,0.0482,0.00842,0.012,0.452,0.361,91.038,0U0ldCRmgCqhVvD6ksG63j,4.0
11400,Gojira,Born in Winter,231000,2022-09-18 06:39:00,0.59,0.654,5.0,-7.85,0.0,0.0265,0.0199,0.721,0.107,0.223,127.996,1rDzUqMRA9VdGCIwzgfeh9,4.0
11435,Honeysuckle Weekends,End Credits,11773,2022-09-18 17:21:00,0.324,0.783,1.0,-4.808,0.0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,64I0O6ZipYryKte1cHA2EY,3.0
11443,Outsiders,Life On Earth - Original Mix,52629,2022-09-18 17:52:00,0.632,0.961,6.0,-6.511,0.0,0.0451,0.00046,0.794,0.496,0.0389,137.998,2FpDueFigQJv4Zap6mrQM5,4.0
11444,Anthoni Logos,Liber Lunae - Original Mix,563076,2022-09-18 18:01:00,0.753,0.42,7.0,-14.435,1.0,0.106,0.00166,0.901,0.14,0.153,103.996,11JiYUPEjy3udl4HS4VfEJ,4.0
11445,Anthoni Logos,Mercurean - Original Mix,160378,2022-09-18 18:04:00,0.833,0.45,6.0,-10.518,1.0,0.214,0.0235,0.224,0.0904,0.343,148.023,003b5j0vMDc8LYImx5DpFS,4.0
11446,Anthoni Logos,Moon - Original Mix,202821,2022-09-18 18:07:00,0.682,0.524,6.0,-8.061,0.0,0.0918,0.0228,0.0138,0.11,0.194,133.998,4rfhAoZjGwraqwX1w47uij,4.0
11454,Govind Das,Shanti Om,486634,2022-09-18 19:01:00,0.182,0.0952,4.0,-20.99,0.0,0.0337,0.84,0.0998,0.076,0.0552,81.317,4vzB6nlXLLRjth6HKtCQap,1.0
11538,John Abercrombie,Back-Woods Song,154559,2022-09-20 06:23:00,0.415,0.443,9.0,-17.646,0.0,0.0326,0.112,0.267,0.073,0.734,171.535,0amU4az7r35xjWusNymqwi,4.0
11543,Eleventh Vibration,Meridian,378775,2022-09-20 06:49:00,0.517,0.66,5.0,-6.175,0.0,0.0315,3.4e-05,0.252,0.571,0.0701,90.007,7t7SLzJtQzD8wdJqwYD3XM,4.0
11545,Iron Maiden,Dance of Death - 2015 Remaster,516426,2022-09-20 07:02:00,0.311,0.876,4.0,-5.115,0.0,0.0936,0.0466,0.00442,0.134,0.296,124.584,4YsgFGkP1KeSFDWfZqVioX,4.0
11546,Gojira,Into The Storm,235950,2022-09-20 07:06:00,0.245,0.972,2.0,-6.387,1.0,0.0739,0.00141,0.68,0.131,0.107,105.939,6TCxtJhcwImUhRzdPXRURA,4.0
11563,Erik Satie,Gymnopédie No. 1,23739,2022-09-20 16:19:00,0.468,0.0127,7.0,-36.856,1.0,0.123,0.994,0.937,0.094,0.356,72.776,5NGtFXVpXSvwunEIGeviY3,3.0
11564,Erik Satie,Gnossienne: No. 1,29646,2022-09-20 16:19:00,0.424,0.00798,5.0,-28.345,0.0,0.0496,0.996,0.925,0.0983,0.0794,124.166,4820SC1xnUaabzzYQTDkP2,3.0
11565,G-Eazy,Him & I (with Halsey),18245,2022-09-20 16:20:00,0.589,0.731,2.0,-6.343,1.0,0.0868,0.0534,0.0,0.308,0.191,87.908,5k38wzpLb15YgncyWdTZE4,4.0
11566,Lana Del Rey,Summertime Sadness,13299,2022-09-20 16:20:00,0.565,0.654,1.0,-6.826,0.0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,2dBwB667LHQkLhdYlwLUZK,4.0
11567,Lana Del Rey,Young And Beautiful,14392,2022-09-20 16:20:00,0.324,0.416,11.0,-8.92,0.0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,2nMeu6UenVvwUktBCpLMK9,4.0
11568,Afta Hill,Vibin,15066,2022-09-20 16:21:00,0.41,0.169,3.0,-11.422,1.0,0.0485,0.847,0.00327,0.117,0.208,89.494,6SEolIp22t0DzeBfCBo3hr,4.0
11569,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),16142,2022-09-20 16:21:00,0.803,0.759,7.0,-4.692,0.0,0.0494,0.00509,0.0,0.0921,0.284,104.0,0JjM9bKm4wrwohMslcm892,4.0
11570,Erfan,"Khatteh Man (Remix) [feat. Mehrad Hidden, Reveal, Afra & Khashayar]",8658,2022-09-20 16:21:00,0.777,0.624,11.0,-5.792,0.0,0.0407,0.0236,0.000649,0.319,0.616,96.0,0GdjOnWtcgTexHoXkYrdCX,4.0
11571,Sepehr Khalse,Shabaye Tehran,31013,2022-09-20 16:21:00,0.718,0.681,0.0,-5.263,1.0,0.0372,0.101,0.0,0.102,0.399,121.99,70LWEXM8fugMgznTTpePT9,4.0
11572,Koop,Waltz for Koop,4124,2022-09-20 16:22:00,0.487,0.491,2.0,-12.063,1.0,0.0279,0.595,0.147,0.113,0.435,144.287,19MMMKq4LzbTvhOMYccIRd,3.0
11573,Koop,Strange Love,7366,2022-09-20 16:22:00,0.605,0.849,11.0,-4.761,1.0,0.043,0.00212,0.000372,0.192,0.599,89.993,6zQq3TrWnilO8SR1fgvTeD,4.0
11574,Koop,Koop Island Blues,4295,2022-09-20 16:22:00,0.571,0.542,10.0,-9.033,0.0,0.0304,0.727,0.0339,0.373,0.539,158.001,75sAWnVBYaaYs1mWbB05Qg,4.0
