,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
26574,Restorative,In Solitude,151714,2023-02-10 02:17:00,0.0847,0.0749,9.0,-31.045,1.0,0.0361,0.334,0.764,0.577,0.0363,83.824,2n2x7okwewXjb62fOL08Wm,3.0
26575,Elsa Whage,Elysian Fields,163800,2023-02-10 02:19:00,0.221,0.27,11.0,-14.682,0.0,0.0412,0.758,0.908,0.117,0.0958,122.611,17jB9l5pzarLPbvYTTBWvF,4.0
26576,Mente,Leniter,175000,2023-02-10 02:25:00,0.202,0.0495,7.0,-29.838,1.0,0.0468,0.283,0.787,0.117,0.0537,74.742,6TsWlVkbmD6PUVFNuNrzmw,4.0
26577,Tilman Stoiber,Empfidlich,170810,2023-02-10 02:28:00,0.187,0.00142,3.0,-35.354,1.0,0.0455,0.976,0.918,0.109,0.264,71.089,2l4kkjxegUp9EdfxFfV5aq,4.0
26578,Alma Meris,Seguro,96082,2023-02-10 02:39:00,0.798,0.0934,8.0,-26.511,1.0,0.143,0.0144,0.945,0.0631,0.0788,130.021,77FPJnO0cMqRiJpwHh4leh,4.0
26580,Samskara,I Am Bhumi,139103,2023-02-10 05:43:00,0.517,0.661,4.0,-8.269,0.0,0.0333,0.11,0.158,0.08,0.392,79.982,5E6stvsdFZOfGPEYGJUPnc,4.0
26584,Aron Estocolmo,Silver smiles and golden opportunities (Reincarnation) - Radio Edit,38641,2023-02-10 06:08:00,0.705,0.845,6.0,-6.754,0.0,0.0693,0.0513,0.507,0.362,0.514,124.968,5DqAB74mQcQCRR8j01t7jQ,4.0
26585,Balint Boldizsar,Konnakol Flow,11174,2023-02-10 06:11:00,0.9,0.636,9.0,-9.312,0.0,0.0635,0.0525,0.774,0.12,0.137,105.021,4ZDrkZ4yhnITx0utzSkogf,4.0
26587,KeuS,Dem - Majnoon Remix,6324,2023-02-10 06:12:00,0.705,0.933,7.0,-8.396,1.0,0.0422,0.0175,0.717,0.129,0.0805,113.999,0luKflk7FMHqhQc6pUhbww,4.0
26588,Nhâ,Dhāranā - Dr Parnassus Remix,4589,2023-02-10 06:13:00,0.699,0.408,4.0,-12.674,0.0,0.0507,0.699,0.866,0.109,0.197,90.011,1Qj7wC0a7e3HS9CfOqRGs5,4.0
26589,Wassim Younes,Mariposa De Sueno,2350,2023-02-10 06:13:00,0.477,0.114,2.0,-18.859,0.0,0.0331,0.989,0.0155,0.0885,0.439,169.759,5Vp6lO8uolEZtgg2L0hchj,4.0
26590,Nhâ,Dauw,12423,2023-02-10 06:13:00,0.647,0.642,0.0,-10.503,1.0,0.0564,0.313,0.837,0.135,0.486,199.888,7suP8B7UVxNpPI7Z0WU9yO,4.0
26591,Nhâ,Dhāranā,8980,2023-02-10 06:13:00,0.699,0.408,4.0,-12.674,0.0,0.0507,0.699,0.866,0.109,0.197,90.011,1Qj7wC0a7e3HS9CfOqRGs5,4.0
26592,Kaöb,Fujara I Bonga,7258,2023-02-10 06:13:00,0.752,0.584,0.0,-8.917,1.0,0.0483,0.0219,0.127,0.105,0.327,119.999,3JrwKpsvQbDOIgGmVnyOUW,4.0
26593,KeuS,Dem - Amir Telem Remix,7159,2023-02-10 06:13:00,0.705,0.755,1.0,-9.182,1.0,0.04,0.0036,0.745,0.161,0.144,122.99,4NTm8Ufs66zNyTLrqjJDlw,4.0
26594,Wassim Younes,De La Troupe,6430,2023-02-10 06:13:00,0.675,0.882,10.0,-6.261,0.0,0.0486,0.0651,0.688,0.105,0.332,101.994,1XMShhuqasAjY3rWozTOpY,4.0
26595,Soul Of Zoo,Samburu - Kaöb Remix,21926,2023-02-10 06:14:00,0.699,0.599,10.0,-10.717,1.0,0.0654,0.0196,0.821,0.104,0.196,114.0,3NGIr7P3g1jsQAaG9UaqEB,4.0
26596,Soul Of Zoo,Samburu - Wākhan Remix,5592,2023-02-10 06:14:00,0.761,0.496,2.0,-10.85,1.0,0.0528,0.131,0.835,0.358,0.0682,116.991,2IYc0GJWD17nGLon7eoyfF,4.0
26597,Soul Of Zoo,Samburu,5196,2023-02-10 06:14:00,0.761,0.496,2.0,-10.85,1.0,0.0528,0.131,0.835,0.358,0.0682,116.991,2IYc0GJWD17nGLon7eoyfF,4.0
26598,SANDER (FR),Le canal du Bosphore - Cinematic,14637,2023-02-10 06:15:00,0.407,0.347,0.0,-16.397,0.0,0.0359,0.939,0.946,0.102,0.113,110.009,00pyVYLcBuDrpCLmN4kox1,4.0
26603,Tech Panda,Dilbar,37344,2023-02-10 06:42:00,0.671,0.345,8.0,-10.471,0.0,0.229,0.0445,0.000331,0.663,0.342,109.986,3guNmy1Hk82Kssjzui0hiL,4.0
26604,Alisha Chinai,Ishq Se Ishq,90670,2023-02-10 06:44:00,0.756,0.62,7.0,-10.065,1.0,0.0837,0.553,0.0,0.0868,0.878,92.936,2kExwxFsWzfLvD0e1Bf3gQ,4.0
26605,Nitin Sawhney,"Mahi Sona (AKA The Wedding Song) - From ""What's Love Got to Do with It?"" Soundtrack",60488,2023-02-10 06:45:00,0.407,0.73,10.0,-5.262,0.0,0.152,0.369,2.02e-05,0.272,0.554,176.32,1fF6OxxKDzbDfuIIF6PTqw,3.0
26606,I.M.D,Energia Infinta,6397,2023-02-10 06:45:00,0.461,0.79,10.0,-10.625,0.0,0.0506,0.767,0.774,0.128,0.363,199.908,4rwzTXGALQU6WIqsofdqON,4.0
26607,Unusual Cosmic Process,Voice Of Earth - Edit,9401,2023-02-10 06:45:00,0.488,0.587,5.0,-15.655,1.0,0.0647,0.745,0.79,0.191,0.17,200.036,3cUJFEoFWLmf94A9iTx07T,4.0
26611,Mild Minds,NO SKIN,8604,2023-02-10 06:46:00,0.429,0.669,10.0,-7.488,0.0,0.0438,0.332,0.824,0.107,0.102,119.891,0ObzkSnoXbfcJxOjwG09u0,4.0
26612,OsMan,Look At The Sky,7516,2023-02-10 06:47:00,0.749,0.628,6.0,-10.131,0.0,0.0519,0.711,0.854,0.103,0.158,100.016,3WnWzdPn3BfBwKnkJOwErI,4.0
26615,Farasat Anees,BIBA,7036,2023-02-10 07:14:00,0.758,0.573,6.0,-6.221,0.0,0.0428,0.0888,0.000677,0.0834,0.284,110.983,4IQqOlTZpfjnSTOArpZX5j,4.0
26616,Nusrat Fateh Ali Khan,Je Toon Akhian De Samne Nahin Rehna,1584,2023-02-10 07:14:00,0.404,0.728,1.0,-12.82,1.0,0.071,0.221,0.0,0.408,0.771,110.385,2ImegcJfmRAUExdSm4tzqG,4.0
26617,Nusrat Fateh Ali Khan,Biba Sada Dil Morr De,9830,2023-02-10 07:15:00,0.47,0.526,1.0,-14.041,1.0,0.0787,0.263,4.76e-05,0.185,0.608,109.577,2bQA5NdKMwfXc2R1M7nr5y,4.0
26619,Sukhneet kaur,Baaziyaan,63935,2023-02-10 07:20:00,0.484,0.671,4.0,-10.248,0.0,0.0371,0.52,2.35e-06,0.147,0.675,106.012,56h75LnnsaBy4T8N8MSNgF,4.0
26620,Rusha & Blizza,Huzur (Reprise),63186,2023-02-10 07:21:00,0.626,0.466,11.0,-16.27,0.0,0.0403,0.357,0.0673,0.0794,0.0419,106.943,2zRKJr7WxH6wzWxZRAmpxb,4.0
26638,Pieta Brown,Is / Was,156220,2023-02-10 22:01:00,0.501,0.505,2.0,-8.723,1.0,0.0364,0.622,0.065,0.0991,0.109,120.84,4TWXHt2u1IXQWxEP1pkzzH,4.0
26640,Grandbrothers,Valentin's Blood Flows,133728,2023-02-10 22:19:00,0.37,0.31,3.0,-15.446,0.0,0.0422,0.931,0.941,0.115,0.0642,91.585,0BS0GX5BGXKP2keUYwEe0D,4.0
26641,Låpsley,Painter (Valentine),189326,2023-02-10 22:22:00,0.0,0.0897,1.0,-16.267,0.0,0.0,0.953,0.000183,0.103,0.0,0.0,7hjuPk780vLRZPBJeWg88r,0.0
26642,Novo Amor,Holland,159877,2023-02-10 22:25:00,0.762,0.969,5.0,-6.919,0.0,0.0409,0.0346,0.000777,0.058,0.839,132.0,0hwPOwj3rojFt33NhaxNUy,4.0
26643,Maribou State,Nervous Tics (feat. Holly Walker),254021,2023-02-10 22:29:00,0.811,0.615,0.0,-9.41,0.0,0.0446,0.761,0.578,0.0974,0.743,125.99,2oJ8Il24SIiDCJv39RYzPp,4.0
26644,Sandrayati,Vast,182733,2023-02-10 22:32:00,0.361,0.677,4.0,-11.186,0.0,0.138,0.863,0.915,0.387,0.187,159.929,3GuCqVikcwdPz8uWMzKQHx,5.0
26645,Dustin Tebbutt,Resin,203940,2023-02-10 22:36:00,0.77,0.523,5.0,-13.584,0.0,0.0442,0.484,0.854,0.104,0.32,123.989,6cY8Fy3zJSYXDd0xVnx1Yx,4.0
26646,Aquilo,It All Comes Down to This,204800,2023-02-10 22:39:00,0.381,0.225,2.0,-15.302,0.0,0.0316,0.94,0.301,0.0968,0.14,114.942,72H5sbeT9sUUUSFKIBlyPz,4.0
26647,Monolink,Sirens,217191,2023-02-10 22:46:00,0.751,0.67,4.0,-7.883,0.0,0.0633,0.239,0.0515,0.427,0.203,119.998,2Nsz5vf1G6jxQs9JdKkTaT,4.0
26648,Maribou State,Steal,219945,2023-02-10 22:50:00,0.729,0.456,6.0,-6.795,0.0,0.0528,0.62,0.000133,0.0919,0.221,110.999,0pAiyIHt9DyHOjWgF41kp6,4.0
26651,Geoffroy,When Everything is Gone,225267,2023-02-10 23:01:00,0.794,0.394,11.0,-14.263,0.0,0.0685,0.797,0.475,0.0896,0.267,117.998,5gLvVh8noIcQt36ISbR3P1,4.0
26653,Sterling Grove,Sound of Home,242662,2023-02-10 23:18:00,0.904,0.566,9.0,-9.063,0.0,0.0694,0.0276,0.267,0.0632,0.342,114.991,65tgRogFvPk9kLuGhFy2gc,4.0
26654,Arctic Lake,Night Cries,29034,2023-02-10 23:55:00,0.418,0.0984,1.0,-13.772,0.0,0.0439,0.937,2.69e-05,0.109,0.143,124.698,4apsHY87ZKCBi7fgi8uKHS,4.0
26663,Seamoon,Expression of the Moment,415333,2023-02-11 01:07:00,0.664,0.421,3.0,-13.394,0.0,0.0334,0.0653,0.548,0.126,0.179,140.015,0cVZDhEbh3PPbPkts3WOZV,4.0
26673,E-Mantra,Echoes from the Void,509142,2023-02-11 02:26:00,0.52,0.535,2.0,-10.123,0.0,0.0315,0.232,0.866,0.0905,0.0399,164.164,2SQ6a4buffB7guSdcFYvUJ,4.0
26680,Imagine Dragons,Radioactive,186813,2023-02-11 03:12:00,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,4G8gkOterJn0Ywt6uhqbhp,4.0
26681,Alex Baker,Lights,245999,2023-02-11 03:23:00,0.703,0.731,8.0,-6.283,0.0,0.0311,0.0721,0.00191,0.138,0.719,120.028,11ozIUBoXAgRTVWelDn4pL,4.0
26682,Bahramji,Dreamcatcher,462493,2023-02-11 03:31:00,0.753,0.267,4.0,-12.078,0.0,0.0602,0.363,0.55,0.122,0.0554,129.985,5FRIaaCcAlC3GBjqYkVBbm,4.0
26683,FKJ,Go Back Home,235000,2023-02-11 03:35:00,0.786,0.552,3.0,-7.179,0.0,0.0763,0.46,0.451,0.12,0.487,96.009,3KrTlYioYhUIvd8IoptcTN,4.0
26684,Lab's Cloud,Damping Factor,450508,2023-02-11 03:46:00,0.583,0.501,10.0,-12.296,0.0,0.0411,0.0285,0.869,0.0978,0.0475,179.996,7hCUQUSNk7qDuz09ZcKiC6,4.0
26686,The White Stripes,Seven Nation Army,74286,2023-02-11 03:55:00,0.743,0.446,4.0,-7.807,0.0,0.0683,0.0039,0.118,0.337,0.278,123.596,3dPQuX8Gs42Y7b454ybpMR,4.0
26693,Evanescence,Going Under,214946,2023-02-11 06:10:00,0.37,0.858,11.0,-4.885,0.0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,3UygY7qW2cvG9Llkay6i1i,4.0
26694,System Of A Down,Toxicity,218933,2023-02-11 06:14:00,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,0snQkGI5qnAmohLE7jTsTn,3.0
26695,JAY-Z,Numb / Encore,205733,2023-02-11 06:17:00,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,5sNESr6pQfIhL3krM8CtZn,4.0
26696,Disturbed,Decadence,62968,2023-02-11 06:25:00,0.528,0.968,1.0,-3.457,1.0,0.145,5.67e-05,0.0916,0.0668,0.305,91.934,0jY829pCMnstlNtaE72vSB,4.0
26697,T3NZU,Give It To Me,43626,2023-02-11 06:26:00,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.815,110.621,0wbDgMuAoy7O7pL3a69uZx,4.0
26700,The HU,This Is Mongol (Warrior Souls) [feat. William DuVall of Alice In Chains],24234,2023-02-11 10:55:00,0.709,0.714,10.0,-7.664,0.0,0.0313,0.001,0.237,0.272,0.7,130.042,7lRsKDo94Xy3y1uqash1Xv,4.0
26702,Tajdar Junaid,Dhuin,27050,2023-02-11 10:56:00,0.333,0.027,2.0,-21.866,0.0,0.0373,0.889,0.932,0.109,0.0773,60.462,6qlHmufSvyuvmCGuu3avEx,4.0
26706,Bansara,Tuvan,14922,2023-02-12 04:05:00,0.518,0.888,7.0,-7.539,1.0,0.0486,0.0013,0.908,0.203,0.289,131.984,1QH83zBuFEy7Tbgf2UvAnD,4.0
26709,Bliss Looper,Inspo,118177,2023-02-12 04:20:00,0.759,0.47,7.0,-19.785,1.0,0.0659,0.537,0.891,0.106,0.268,122.991,7APmRQ8KriLbfaJk6jgljH,4.0
26718,Prana Relaxation And Meditation Music,OM Chanting @417 Hz | Removes All Negative Blocks,594308,2023-02-12 05:33:00,0.0714,0.0361,8.0,-29.371,1.0,0.0452,0.933,0.972,0.109,0.0311,77.824,74OnNzQEy5KrRCSztE6jqq,3.0
26719,Prana Relaxation And Meditation Music,OM Chanting + Tibetan Singing Bowls Meditation + Rain Sound @ 432Hz   ,2388120,2023-02-12 06:13:00,0.0714,0.0361,8.0,-29.371,1.0,0.0452,0.933,0.972,0.109,0.0311,77.824,74OnNzQEy5KrRCSztE6jqq,3.0
26721,Prana Relaxation And Meditation Music,Rexing Drum Beats/Music For Stress Relief || Afro Beats Chilling Music,193173,2023-02-12 06:50:00,0.827,0.626,1.0,-12.856,1.0,0.0927,0.0198,0.74,0.0723,0.815,107.005,3txVhaDjyJ2iaLVs34Y1pi,4.0
26723,Nadaka,Calling,235133,2023-02-12 07:00:00,0.631,0.535,0.0,-7.836,1.0,0.0842,0.464,0.0,0.115,0.22,140.127,5rurggqwwudn9clMdcchxT,4.0
26724,Tanpura Express,Magical Travels,153025,2023-02-12 07:03:00,0.163,0.0283,4.0,-9.807,1.0,0.0452,0.924,0.985,0.106,0.0206,112.843,65sChTmv2NSsnyzO3bdILj,4.0
26725,Baird Hersey & Prana,Saucha,74933,2023-02-12 07:04:00,0.0798,0.0751,4.0,-25.039,1.0,0.0364,0.988,0.597,0.152,0.0284,170.68,4SnsAL2cGwS5qunyyJS9aM,4.0
26727,Daniel Schmidt,Inner Worlds - End Credit Theme - Consciousness of the Heart (From the Film Inner Worlds Outer Worlds),64023,2023-02-12 07:07:00,0.533,0.299,3.0,-15.58,1.0,0.0343,0.918,0.884,0.378,0.463,120.118,29Ax6TdVaq9Egi59gmu42T,3.0
26728,Cyril Morin,Vatta - Air & Ether,90613,2023-02-12 07:08:00,0.306,0.00239,0.0,-30.001,1.0,0.0377,0.993,0.899,0.108,0.0371,73.169,0xqwQyH9FeNEwSE0v8Z86z,4.0
26729,Thomas Barquee,Labyrinth Of Dreams,119137,2023-02-12 07:17:00,0.496,0.633,2.0,-6.981,0.0,0.0354,0.558,0.895,0.118,0.172,179.953,6hyAJphIp9KcSgBzsWdWDq,4.0
26730,Baird Hersey & Prana,Isvarapranidhanani,62360,2023-02-12 07:20:00,0.209,0.264,9.0,-16.417,0.0,0.069,0.771,0.867,0.11,0.0349,68.515,3ugFgAFaU8o0tAn2r07MHT,4.0
26731,okboomer,Rhiniha,66987,2023-02-12 07:21:00,0.192,0.544,2.0,-6.657,0.0,0.0372,0.795,0.0385,0.124,0.351,187.112,6SP4q0W1VrusEMfZRQIYXf,3.0
26732,Devakant,Ancient Music in the Pines,319200,2023-02-12 07:28:00,0.199,0.0615,0.0,-26.664,1.0,0.037,0.973,0.954,0.0673,0.034,84.905,01lergbJngEy9S9RMbb8gi,4.0
26733,Nadaka,Mandalam,373600,2023-02-12 07:34:00,0.0993,0.00547,7.0,-20.447,1.0,0.0479,0.945,0.000807,0.111,0.0632,174.617,0a9Ur4bH15LO7135zqLN3y,4.0
26735,Baird Hersey & Prana,Svahyaya,68827,2023-02-12 07:37:00,0.33,0.0832,9.0,-18.999,1.0,0.0582,0.571,0.761,0.112,0.14,67.286,2bcdv1hxTC7GRVGRIOGQ8t,4.0
26736,Daniel Schmidt,Alleluia (From the Film Inner Worlds Outer Worlds),64040,2023-02-12 07:38:00,0.0875,0.147,2.0,-16.574,0.0,0.0466,0.888,0.586,0.0917,0.0395,81.209,2vMsQ0acqGaq9auZTw23wo,3.0
26737,Ananda & Davor Vdovic,Blessing of the Goddess: Lokah Samastha,115987,2023-02-12 07:40:00,0.155,0.112,5.0,-21.283,1.0,0.0364,0.987,0.851,0.0902,0.0391,71.013,2TMy2OxUXvmb3lKsBtDZjB,4.0
26743,Master Minded,Listen and Observe,250781,2023-02-12 08:15:00,0.462,0.944,8.0,-2.938,1.0,0.315,0.312,0.000149,0.367,0.65,172.33,3ZBSXNYdTZVaBUQI3E2rF6,4.0
26744,Joaquín Cornejo,Las Frutas,41798,2023-02-12 08:17:00,0.764,0.36,9.0,-12.407,0.0,0.0413,0.507,0.768,0.13,0.268,127.984,6yfKE6QSVT236s3oghFz0z,4.0
26748,Bliss Looper,Berry Fairy,120089,2023-02-12 08:29:00,0.511,0.621,7.0,-13.358,1.0,0.0379,0.422,0.862,0.146,0.121,91.995,1XNhDoSZr5zr1OLkrG1ZXG,4.0
26749,Akal Dub,Lady of the East,222492,2023-02-12 08:33:00,0.72,0.649,11.0,-9.394,0.0,0.0415,0.14,0.787,0.238,0.212,139.993,5wTuwHjZ7bbaAkf2vqFS37,4.0
26750,Akriza,Slow It Down,58100,2023-02-12 08:37:00,0.721,0.292,4.0,-12.277,0.0,0.0477,0.613,0.855,0.0968,0.546,90.016,3kK1DakiBAcLNCMiLahOSc,4.0
26755,Spectrum Vision,Skyscraper - Ambient Rework,119000,2023-02-12 08:57:00,0.221,0.356,2.0,-11.729,0.0,0.0368,0.561,0.953,0.108,0.0373,89.897,4eIxjBGMdVcSJJla8NQ4uJ,4.0
26756,AstroPilot,Frozen Moment,1664,2023-02-12 08:58:00,0.138,0.32,3.0,-20.21,0.0,0.0375,0.99,0.888,0.153,0.064,80.86,1plLEXOlsNZmfxSSmf3ILf,4.0
26759,Lab's Cloud,Cumulus,12123,2023-02-12 08:58:00,0.0892,0.194,9.0,-19.165,0.0,0.0424,0.907,0.871,0.0964,0.0358,69.002,5ZbjaQGaDXfRsnIWPY49QF,3.0
26760,Kick Bong,In My Bubble,1650,2023-02-12 08:58:00,0.62,0.901,9.0,-6.572,0.0,0.0332,0.119,0.897,0.102,0.425,121.997,2rNH5158cVeCiDA0e3qXN0,4.0
26762,Shanti People,Bolo Krishna,237500,2023-02-12 09:12:00,0.543,0.832,1.0,-6.723,1.0,0.105,0.00312,0.000354,0.228,0.555,173.973,2W9yDlDK46DQwEqUDkIx3O,4.0
26772,Uma Mohan,Navagraha Sthuthi,75926,2023-02-12 15:30:00,0.681,0.592,0.0,-13.406,1.0,0.0376,0.323,0.226,0.137,0.173,97.993,4GYbQpXgyvm0ECo6Q06mjr,1.0
26773,Desert Dwellers,To Be the Air - Rapossa Remix,369660,2023-02-12 15:36:00,0.6,0.601,10.0,-10.894,0.0,0.05,0.00128,0.823,0.129,0.112,104.028,3ybKqgpgwaw78WH1eZAG28,4.0
26774,Master Minded,Amazonian Grounding,275000,2023-02-12 15:46:00,0.501,0.152,8.0,-24.991,1.0,0.043,0.662,0.923,0.124,0.0519,89.976,5kxkQFEgE3jxQxafGPqpQ9,4.0
26775,Sadhu Sensi,Original Language,287980,2023-02-12 17:38:00,0.798,0.676,4.0,-10.455,0.0,0.0558,0.0119,0.9,0.094,0.891,129.997,52wJfSCcUt8qFkU0KYvQ4S,4.0
26776,Sadhu Sensi,Never Forgot,424800,2023-02-12 17:45:00,0.652,0.867,9.0,-6.998,1.0,0.0751,0.000902,0.674,0.659,0.505,126.006,44CXhtI811PpEIBU74sPE8,4.0
26780,thds,Matei,265487,2023-02-12 18:09:00,0.819,0.621,7.0,-8.401,0.0,0.0654,0.0178,0.688,0.327,0.241,103.019,2qRfYzhmqaJV3HPltw1KwS,4.0
26782,Pigmalião,Violão Domingueiro,110664,2023-02-12 18:13:00,0.78,0.59,4.0,-11.723,0.0,0.151,0.81,0.602,0.228,0.872,169.956,0PqrELkc5xaQVFU9cc99Rz,4.0
26783,Noosfære,Hyron - Original Mix,10176,2023-02-13 02:20:00,0.558,0.739,7.0,-8.367,1.0,0.0328,0.0824,0.874,0.117,0.127,135.995,5XeurHz14F0BJcAKRHx2TM,4.0
26784,Noosfære,Ouranus - Original Mix,4735,2023-02-13 02:20:00,0.692,0.769,6.0,-8.088,1.0,0.0343,0.00107,0.901,0.087,0.398,120.02,4XolbXnunoXcMuy9q6hdIy,4.0
26793,Sergio Walgood,Simplesmente,507000,2023-02-13 03:35:00,0.661,0.336,1.0,-11.873,1.0,0.0262,0.56,0.000543,0.177,0.205,106.04,60o90rDmrMQnnoptmbyAZY,4.0
26794,Sergio Walgood,Polar Shift,163199,2023-02-13 03:38:00,0.794,0.712,11.0,-14.453,1.0,0.0523,0.0262,0.893,0.11,0.0587,125.988,41q5SZlD3uCUSpz9gK91A9,4.0
26814,Phutureprimitive,Altered Frequencies - Phutureprimitive Edit,224823,2023-02-13 05:41:00,0.629,0.834,2.0,-7.837,1.0,0.0464,0.0843,0.799,0.12,0.341,169.967,2VELfaqWprMVuX79I2Ac1d,4.0
26815,Hariharan,Hai Rama - Remix,156305,2023-02-13 05:55:00,0.777,0.54,11.0,-10.027,0.0,0.0477,0.159,0.717,0.0824,0.633,127.029,3kxMgyFgteu0LSduuNtcuY,4.0
26816,Master Minded,Phase 2 - In Between The Links,320338,2023-02-13 06:01:00,0.765,0.705,1.0,-9.373,1.0,0.082,0.000967,0.734,0.185,0.309,140.015,4rR8zlODoAOBHp4RBdTUux,4.0
26817,Master Minded,Phase 1 - The Inner Conflict,505879,2023-02-13 06:10:00,0.395,0.671,11.0,-8.935,0.0,0.115,0.00943,0.403,0.0539,0.223,170.012,5Zv7IX0bIdT7PSRp38c7RS,4.0
26820,Soulacybin,Sundari,566105,2023-02-13 06:46:00,0.663,0.739,11.0,-9.069,0.0,0.0855,0.0314,0.705,0.121,0.354,159.964,0vLn72yPAuKz30rImUzQOy,4.0
26860,Shiuli Subaya,Durga Gayatri Mantra,295508,2023-02-13 12:51:00,0.263,0.264,8.0,-11.85,1.0,0.0345,0.687,0.123,0.144,0.0366,101.549,1jLar2XY8SSXack89IvUzz,4.0
26861,Omkar,Opening: Tibetan Bowl,5499,2023-02-13 12:53:00,0.257,0.00427,0.0,-24.141,1.0,0.0557,0.994,0.941,0.109,0.024,69.399,42ur4QUbSNfBc7aiwwR0Bh,4.0
26862,Krishna Das,Sitaram,6702,2023-02-13 12:53:00,0.252,0.584,10.0,-9.47,1.0,0.0367,0.228,0.101,0.0841,0.282,96.138,2obPnaqH4i3ixoKB5DCT7v,4.0
26863,Sounds of Isha,Chidambareshvara Stotram,141197,2023-02-13 12:53:00,0.596,0.695,11.0,-5.627,1.0,0.0333,0.378,0.0,0.0828,0.533,90.984,65edZTEeJpkIhCvLezhi3w,4.0
26864,Wynne Paris,Nama Sankirtana - Yoga Mix,15931,2023-02-13 12:54:00,0.646,0.725,6.0,-10.058,1.0,0.0319,0.139,0.735,0.0771,0.768,130.044,2VuarHflb6suZqDYoV7dxL,4.0
26867,Stan Kolev,Good Vibrations,151267,2023-02-13 13:08:00,0.711,0.951,1.0,-8.406,1.0,0.0537,0.00189,0.366,0.0229,0.903,121.656,5hWdgGVcfTeLPAiHM6EZG9,4.0
26871,Green Carnation,The Burden is Mine... Alone,195066,2023-02-13 13:31:00,0.428,0.38,6.0,-12.623,0.0,0.0312,0.861,0.253,0.115,0.378,97.979,5U1JNlGwLYRDaNIba4IXIk,4.0
26872,Flux Natura,Same Heart,716874,2023-02-13 13:47:00,0.616,0.514,8.0,-12.983,1.0,0.0338,0.217,0.809,0.0887,0.107,124.99,1ULzbL6b9aJkFiuJuTKjA2,4.0
26873,Anyma,Angel 1,346587,2023-02-13 13:52:00,0.614,0.887,10.0,-6.724,0.0,0.0558,0.000917,0.88,0.0959,0.0395,121.986,32uzMvtg0JKDKZzg6KhHoZ,4.0
26874,Xamanek,Falcons Dream,346666,2023-02-13 13:58:00,0.821,0.592,1.0,-11.247,0.0,0.104,0.0961,0.923,0.106,0.0336,105.0,3o0jh3ixTkE9Ohq6L7pz2o,4.0
26876,Kalya Scintilla,Slytherin,30869,2023-02-13 16:36:00,0.682,0.385,2.0,-14.368,1.0,0.0907,0.646,0.923,0.0788,0.344,181.964,1CB3p6rpUmcX7rL1LaaEII,4.0
26877,Brian Eno,Invisible,30357,2023-02-13 16:40:00,0.638,0.365,8.0,-15.98,0.0,0.0437,0.797,0.934,0.112,0.17,116.012,4b67MDtD92iU5Rsys7yWgy,4.0
26890,Equanimous,Weekend Mode,19676,2023-02-13 21:39:00,0.688,0.602,8.0,-6.667,0.0,0.122,0.216,0.00113,0.109,0.473,172.057,0T7AOBhdVJYSD59JOjwjsq,4.0
26891,Carbon Based Lifeforms,Mos 6581 (Live Version),404000,2023-02-13 21:46:00,0.597,0.678,5.0,-11.503,1.0,0.0374,0.599,0.939,0.0998,0.21,90.024,6rHdl6dbx0P19ieqmhwN2Q,4.0
26902,Ancient Astronauts,I Came Running,38848,2023-02-13 23:46:00,0.655,0.779,7.0,-7.316,0.0,0.0495,0.0887,0.841,0.128,0.146,89.995,7G8xNxQAWiBPAVgBqEVI7o,4.0
26904,Aron Estocolmo,Where the giants still roam free,143965,2023-02-14 00:04:00,0.763,0.663,10.0,-12.278,0.0,0.0688,0.086,0.92,0.158,0.615,100.002,5UlYRXfhuDxR6YlkBNjhHX,4.0
26922,AstroPilot,Wind Of Change - 2022 Edit,283076,2023-02-14 02:06:00,0.641,0.892,7.0,-7.437,0.0,0.0335,0.276,0.934,0.102,0.0388,116.97,1T69ud874gwEswdrbOpQD5,4.0
26925,Hinkstep,Moonwalk On Mushroom Street,390000,2023-02-14 02:21:00,0.277,0.263,10.0,-14.469,1.0,0.0325,0.538,0.663,0.0968,0.0558,79.894,3P02FdgNfWX4sufLHFhAUy,4.0
26928,Desert Dwellers,Bodhi Mandala - Drumspyder Remix,378786,2023-02-14 02:43:00,0.692,0.759,2.0,-8.461,1.0,0.0403,0.151,0.743,0.136,0.156,89.967,6mDC6NLIWT8EsXfkZ1pwkV,4.0
26929,Kaya Project,Desert Phase - Hibernation Remix,340000,2023-02-14 02:49:00,0.553,0.82,4.0,-8.092,0.0,0.0295,0.00586,0.755,0.125,0.464,89.99,2xVevxmQoMKvdAM4EQysBv,4.0
26930,Shakatura,Copal,399080,2023-02-14 02:56:00,0.739,0.646,1.0,-10.847,1.0,0.0497,0.00502,0.83,0.108,0.0739,108.014,6TqYadgz6qObDRYkcQe21L,4.0
